,tweet,tweet_length,tweet_cleaned
1181," @uschamber Ask if <e>Obama</e> is a <a>socialist</a> and if he is a member of Islam; an enemy?""",96,"['uschamber', 'Ask', 'Obama', 'socialist', 'member', 'Islam', 'enemy']"
1182," Debunking the Myth: <e>Obama</e>'s Two-Year <a>Supermajority</a> http://t.co/6RifywHa via @HuffPostPol""",104,"['Debunking', 'Myth', 'Obama', 'Supermajority', 'http', 'via', 'HuffPostPol']"
1183," Harper > <e>Obama</e>.""",24,"['Harper', 'Obama']"
1184," via @TheOnion - <e>Obama</e> <a>Excited</a> To Participate In First Debate http://t.co/PkkRHK7v""",97,"['via', 'TheOnion', 'Obama', 'Excited', 'Participate', 'First', 'Debate', 'http']"
1185," #WaysToGetShot tell me how much you love <e>Obama</e>.""",56,"['WaysToGetShot', 'tell', 'much', 'love', 'Obama']"
1186," Got a ticket to see <e>Michelle Obama</e> tomorrow at 11...then I realized that I have a midterm at 11...Why?""",111,"['Got', 'ticket', 'see', 'Michelle', 'Obama', 'tomorrow', 'realize', 'midterm']"
1187," I sure hope somebody at the town hall debate asks <e>Obama</e> about the <a>flexibility</a> he expects to have after the election...""",134,"['sure', 'hope', 'somebody', 'town', 'hall', 'debate', 'ask', 'Obama', 'flexibility', 'expect', 'election']"
1188," It's considered impolite to point out that <e>Obama</e> was <a>mentored</a> as a teen by an actual Communist"" but you take the candidates as they are.",151,"['consider', 'impolite', 'point', 'Obama', 'mentor', 'teen', 'actual', 'Communist', 'take', 'candidates']"
1189," <e>Michelle Obama</e>'s motorcade escorts injured in <a>Ohio crash</a>: WASHINGTON (Reuters) - Two law enforcement officers in... http://t.co/dWSjFM4r""",152,"['Michelle', 'Obama', 'motorcade', 'escort', 'injure', 'Ohio', 'crash', 'WASHINGTON', 'Reuters', 'Two', 'law', 'enforcement', 'officer', 'http']"
1190," New Post: Drilling Deeper into <e>Obama</e>'s Blockage of the <a>National Petroleum Reserve</a> http://t.co/utQEdZhV""",118,"['New', 'Post', 'Drilling', 'Deeper', 'Obama', 'Blockage', 'National', 'Petroleum', 'Reserve', 'http']"
1191," <e>Obama</e> camp says you really help teachers succeed by providing consistent feedback from leading teachers and administrators...""",134,"['Obama', 'camp', 'say', 'really', 'help', 'teachers', 'succeed', 'provide', 'consistent', 'feedback', 'lead', 'teachers', 'administrators']"
1192," @Just2Opine Not sure you got my inside info from yesterday. I have exclusive pics of the <e>Obama</e> <a>Presidential Library</a>. http://t.co/guzUBbhu""",153,"['sure', 'get', 'inside', 'info', 'yesterday', 'exclusive', 'pics', 'Obama', 'Presidential', 'Library', 'http']"
1193,"<e>Obama</e> really needs to lay out a <a>plan</a>"" some <a>vision building</a> a case WHY I'd <a>vote for</a> him! Enough attack dog crap!!! @CNBC",147,"['Obama', 'really', 'need', 'lay', 'plan', 'vision', 'build', 'case', 'vote', 'Enough', 'attack', 'dog', 'crap', 'CNBC']"
1194, From http://t.co/AxQJAil1: Fashion Faceoff: <e>Michelle Obama</e> vs. <e>Ann Romney</e> in Pink http://t.co/f121LHQ3                           ,144,"['http', 'Fashion', 'Faceoff', 'Michelle', 'Obama', 'vs', 'Ann', 'Romney', 'Pink', 'http']"
1195, (waving hand) Pick me!<a> Offshore oil drilling</a> permits cut 62% under Obama. Onshore oil drilling permits cut 33% under Obama.                           ,158,"['wave', 'hand', 'Pick', 'Offshore', 'oil', 'drill', 'permit', 'cut', 'Obama', 'Onshore', 'oil', 'drill', 'permit', 'cut', 'Obama']"
1196, <e>Obama</e> & Hillary Knew it was an attack (hit job)from the beginning.They knew in advance-well in advance  hence the lame YouTube video cover up                   ,168,"['Obama', 'Hillary', 'Knew', 'attack', 'hit', 'job', 'know', 'advance', 'hence', 'lame', 'YouTube', 'video', 'cover']"
1197, CNN Fact Check: Obama's <a>student aid</a> boast on the mark http://t.co/esVRzggQ via @CNN #Education #CollegeAffordability                           ,151,"['CNN', 'Fact', 'Check', 'Obama', 'student', 'aid', 'boast', 'mark', 'http', 'via', 'CNN', 'Education', 'CollegeAffordability']"
1198, Bruce Springsteen Surprises Steve Van Zandt at Little Kids Rock Concert: Before he heads to Ohio to stump for <e>president</e> <e>Obama</e> Bruce S...                           ,178,"['Bruce', 'Springsteen', 'Surprises', 'Steve', 'Van', 'Zandt', 'Little', 'Kids', 'Rock', 'Concert', 'head', 'Ohio', 'stump', 'president', 'Obama', 'Bruce']"
1199, @realDonaldTrump <e>Obama</e> n Biden knew about Libya's repeated request for added <a>Security!Senator</a> Lindsey Graham sent <e>Obama</e> a letter explaining.                           ,189,"['realDonaldTrump', 'Obama', 'n', 'Biden', 'know', 'Libya', 'repeat', 'request', 'add', 'Security', 'Senator', 'Lindsey', 'Graham', 'send', 'Obama', 'letter', 'explain']"
1200, @Canadavisa101 Will the revelation of Obama‰Ûªs Anti-Christ Goddess religion sink his <a>campaign</a>? http://t.co/OkxeiMax                           ,151,"['revelation', 'Goddess', 'religion', 'sink', 'campaign', 'http']"
1201, <e>Michelle Obama</e> vs. <e>Ann Romney</e>: Who'd You Rather? http://t.co/G7ixEdxa                           ,111,"['Michelle', 'Obama', 'vs', 'Ann', 'Romney', 'Rather', 'http']"
1202, <e>Michelle Obama</e> vs. <e>Ann Romney</e>: Who'd You Rather?: First Lady <e>Michelle Obama</e> and <e>Ann Romney</e> were both tickle... http://t.co/dFowoSmK #tmz                           ,192,"['Michelle', 'Obama', 'vs', 'Ann', 'Romney', 'Rather', 'First', 'Lady', 'Michelle', 'Obama', 'Ann', 'Romney', 'tickle', 'http', 'tmz']"
1203, <a>Wishing bio</a> was cancelled since <e>Obama</e> is here....oh we'll #papasfreezeria                           ,115,"['Wishing', 'bio', 'cancel', 'since', 'Obama', 'oh', 'papasfreezeria']"
1204, I want a man wit the good sense to marry <e>Michelle Obama</e>.  -Bill Clinton                           ,106,"['want', 'man', 'wit', 'good', 'sense', 'marry', 'Michelle', 'Obama', 'Bill', 'Clinton']"
1205, @lisa_royce Will the revelation of Obama‰Ûªs Anti-Christ Goddess religion sink his <a>campaign</a>? http://t.co/OkxeiMax                           ,148,"['lisa_royce', 'revelation', 'Goddess', 'religion', 'sink', 'campaign', 'http']"
1206, (CN) Lions Clubs Commemorative Coins for 2017: As expected  <e>president</e> Obama on October 5 2012 signed into law ... http://t.co/OE3lLkt1               ,157,"['CN', 'Lions', 'Clubs', 'Commemorative', 'Coins', 'expect', 'president', 'Obama', 'October', 'sign', 'law', 'http']"
1207, Jon Stewart TOTALLY OBLITERATES Obama‰Ûªs <a>Libya Response</a> - The Daily Show - Fox Nation http://t.co/Azk37V6m                           ,142,"['Jon', 'Stewart', 'TOTALLY', 'OBLITERATES', 'Libya', 'Response', 'Daily', 'Show', 'Fox', 'Nation', 'http']"
1208," I'm sure http://t.co/Kqaudhx5 is working on a <a>""binders full of women""</a> jingle that he will debut at the next <e>Obama</e> rally.                           ",162,"['sure', 'http', 'work', 'binders', 'full', 'women', 'jingle', 'debut', 'next', 'Obama', 'rally']"
1209, How <e>Obama</e> or <e>Romney</e> Should Have Answered the <a>iPad Question</a> (but didn't...) http://t.co/Fnu8Cwx2 @davepell and on day 3?                           ,168,"['Obama', 'Romney', 'Answered', 'iPad', 'Question', 'http', 'davepell', 'day']"
1210, <e>Obama</e> snorted <a>coke</a>. Who is he  Charlie Sheen @JoyVBehar                       ,93,"['Obama', 'snort', 'coke', 'Charlie', 'Sheen', 'JoyVBehar']"
1211, Game  Set Obama: http://t.co/BOVFvlu5 via @theprospect                     ,76,"['Game', 'Set', 'Obama', 'http', 'via', 'theprospect']"
1212, This: @Slate: If you ignore what he said  Obama never said the <a>Libya attack</a> was terrorism: http://t.co/7wY9veDD                 ,136,"['Slate', 'ignore', 'say', 'Obama', 'never', 'say', 'Libya', 'attack', 'terrorism', 'http']"
1213, Obama: Coming after the guns; will screen gun owners http://t.co/ORBHnUDo He's beginning to reveal his <a>2nd term agenda</a>!   #cvn  #tcot  #NRA                           ,174,"['Obama', 'Coming', 'gun', 'screen', 'gun', 'owners', 'http', 'begin', 'reveal', 'term', 'agenda', 'cvn', 'tcot', 'NRA']"
1214, FLASHBACK: <e>Obama</e> Organizer Gets Busted As An Audience Plant At <a>Health Care</a> Town Hall Meeting in 2008 I remember that one!                           ,163,"['FLASHBACK', 'Obama', 'Organizer', 'Gets', 'Busted', 'Audience', 'Plant', 'Health', 'Care', 'Town', 'Hall', 'Meeting', 'remember', 'one']"
1215, BBC News - Barack <e>Obama</e> did what he had to do http://t.co/7INpWjfG                           ,101,"['BBC', 'News', 'Barack', 'Obama', 'http']"
1216, @BosHawk @evangolson Sitting in the Eastern Iowa Airport. Air Force One parked outside the window. Wish it was @RepRonPaul and not <e>Obama</e>.                           ,172,"['BosHawk', 'evangolson', 'Sitting', 'Eastern', 'Iowa', 'Airport', 'Air', 'Force', 'One', 'park', 'outside', 'window', 'Wish', 'RepRonPaul', 'Obama']"
1217, @fivethirtyeight  Ohio: On election night how many votes does <e>Obama</e> need to be up by coming out of Cuyahoga  Franklin Hamilton? 180-250k?                       ,168,"['fivethirtyeight', 'Ohio', 'election', 'night', 'many', 'vote', 'Obama', 'need', 'come', 'Cuyahoga', 'Franklin', 'Hamilton']"
1218, I NEVER Mince Words...this is how I really feel about Chairman Obama! #ObamaTax #21NewTaxes #7NewTaxesOnMiddleClasshttp://t.co/uR0Rdpba                           ,163,"['NEVER', 'Mince', 'Words', 'really', 'feel', 'Chairman', 'Obama', 'ObamaTax']"
1219, People only like <e>Obama</e> that's the motto POLO                           ,79,"['People', 'like', 'Obama', 'motto', 'POLO']"
1220, @RitewingRedhead Well I guess Florida is not a swing state because I still see a lot of negative ads from <e>Obama</e> here.  Latest: PlannedPhood!                           ,175,"['RitewingRedhead', 'Well', 'guess', 'Florida', 'swing', 'state', 'still', 'see', 'lot', 'negative', 'ads', 'Obama', 'Latest', 'PlannedPhood']"
1221, @IamTay @crowleyCNN Crowley's role was moderator.  She spoke inappropriately  validated <e>Obama</e> and was in fact wrong and misleading.                 ,156,"['IamTay', 'crowleyCNN', 'Crowley', 'role', 'moderator', 'speak', 'inappropriately', 'validate', 'Obama', 'fact', 'wrong', 'mislead']"
1222, Crowley's lifeline to <e>Obama</e> on Libya: $15; Obama's request for a repeat: $22; Catching the MSM's collusion in lies: Priceless. #tcot                           ,167,"['Crowley', 'lifeline', 'Obama', 'Libya', 'Obama', 'request', 'repeat', 'Catching', 'MSM', 'collusion', 'lie', 'Priceless', 'tcot']"
1223, <e>Michelle Obama</e>: 'On Nov. 7 We're Going to Party Hard' | The Weekly Standard and u want a 2nd term? #tcot @Mitt<e>Romney</e>  http://t.co/d3LTtnti                           ,180,"['Michelle', 'Obama', 'Nov', 'Going', 'Party', 'Hard', 'Weekly', 'Standard', 'u', 'want', 'term', 'tcot', 'MittRomney', 'http']"
1224," @KeleJohnson res. <e>Obama</e> actually believed the CIA when they told him he was given ""Special Powers"" http://t.co/0rfQSX0r                           ",154,"['KeleJohnson', 'res', 'Obama', 'actually', 'believe', 'CIA', 'tell', 'give', 'Special', 'Powers', 'http']"
1225, Barack <e>Obama</e> gana segundo debate presidencial http://t.co/udUTVaIZ                           ,101,"['Barack', 'Obama', 'gana', 'segundo', 'debate', 'presidencial', 'http']"
1226, Who Are Those ‰ÛÏGangbangers‰Û Obama‰Ûªs So Proud of <a>Deporting</a>? - COLORLINES http://t.co/PT79drNm,106,"['Proud', 'Deporting', 'COLORLINES', 'http']"
1227, Photo: collegehumor: <e>Romney</e> <e>Obama</e> Wife Hair Swap You‰Ûªve Been Waiting For Their policy on fabulous hair is a... http://t.co/mHH4BX1m                           ,175,"['Photo', 'collegehumor', 'Romney', 'Obama', 'Wife', 'Hair', 'Swap', 'Waiting', 'policy', 'fabulous', 'hair', 'http']"
1228, @khnicholson_ <e>Obama</e> could do with you on his campaign.                           ,89,"['khnicholson', 'Obama', 'could', 'campaign']"
1229, @HeyTammyBruce @andreakaye5 LOL! @candycnn can't really use her brain while her head is up Obama's arse!                           ,132,"['HeyTammyBruce', 'LOL', 'candycnn', 'ca', 'really', 'use', 'brain', 'head', 'Obama', 'arse']"
1230, @RROKC YEAH  exactly! If this were Holder Pelosi Reid or <e>Obama</e> being threatened the FBI and Secret Service would be all over it!     ,141,"['RROKC', 'YEAH', 'exactly', 'Holder', 'Pelosi', 'Reid', 'Obama', 'threaten', 'FBI', 'Secret', 'Service', 'would']"
1231, @BustedHubbs2423 i agree about that. Bush made it easy to point fingers and <e>Obama</e> exploits that. Bush's terms are still VERY relevant though                           ,175,"['agree', 'Bush', 'make', 'easy', 'point', 'finger', 'Obama', 'exploit', 'Bush', 'term', 'still', 'relevant', 'though']"
1232, @StephLovesDeaky @brharri100 YES AND HE'LL LET US. he likes <e>Obama</e> hes friends with him!!! (:                           ,127,"['StephLovesDeaky', 'YES', 'LET', 'US', 'like', 'Obama', 'hes', 'friends']"
1233, According to Pat Caddell  Crowley interrupted <e>Romney</e> 28 times last night -- almost as bad as Martha Raddatz. Obama? only 8 times.        ,145,"['According', 'Pat', 'Caddell', 'Crowley', 'interrupt', 'Romney', 'time', 'last', 'night', 'almost', 'bad', 'Martha', 'Raddatz', 'Obama', 'time']"
1234, Obama/Reagan Pic http://t.co/cF37aF7P                           ,65,"['Pic', 'http']"
1235," When i hear about a Terrorist Attack   my first thought is ""what the hell is <e>Obama</e> up to now."" Just saying...                         ",142,"['hear', 'Terrorist', 'Attack', 'first', 'think', 'hell', 'Obama', 'say']"
1236, Breaking News: Energised <e>Obama</e> woos swing voters http://t.co/AbE3X0Zv                           ,104,"['Breaking', 'News', 'Energised', 'Obama', 'woo', 'swing', 'voters', 'http']"
1237," @AceofSpadesHQ <e>Obama</e> comes from a nuclear family  i.e.  it was ""nuked."" He thinks that's normal and it's why is he the way he is.                        ",161,"['AceofSpadesHQ', 'Obama', 'come', 'nuclear', 'family', 'nuke', 'think', 'normal', 'way']"
1238, I liked a @YouTube video http://t.co/MlQYVMnF <e>president</e> <e>Obama</e> on Death of Osama bin Laden (SPOOF) - Now on iTunes! (Momentous Day)                           ,172,"['like', 'YouTube', 'video', 'http', 'president', 'Obama', 'Death', 'Osama', 'bin', 'Laden', 'SPOOF', 'iTunes', 'Momentous', 'Day']"
1239, What Do All These Celebs Have in Common With <e>Barack Obama</e>? http://t.co/QIpMcLtb via @pinterest                           ,129,"['Celebs', 'Common', 'Barack', 'Obama', 'http', 'via', 'pinterest']"
1240, Is <e>Obama</e> headed to Vegas again? #TerroristAttack #NYC #WorldOnFire                           ,101,"['Obama', 'head', 'Vegas', 'TerroristAttack', 'NYC', 'WorldOnFire']"
1241, HaHaHa - <e>Michelle Obama</e> showed the entire world that she is a Angry Black Woman last night with her case of clap. #tcot #p2 #NoClass                           ,167,"['HaHaHa', 'Michelle', 'Obama', 'show', 'entire', 'world', 'Angry', 'Black', 'Woman', 'last', 'night', 'case', 'clap', 'tcot', 'NoClass']"
1242," Checking out ""‰Û÷Air-Headed‰Ûª Actresses in New Pro-Obama Ad That Warns Women Abou"" on Patriot Action Network: http://t.co/lemIsCJ5                           ",159,"['Checking', 'Actresses', 'New', 'Ad', 'Warns', 'Women', 'Abou', 'Patriot', 'Action', 'Network', 'http']"
1243, Glad I taught U.S. History students about the 2nd Amendment the day before Pres. <e>Obama</e> mentioned it on the debates. They made a connection.                           ,174,"['Glad', 'teach', 'History', 'students', 'Amendment', 'day', 'Pres', 'Obama', 'mention', 'debate', 'make', 'connection']"
1244, <e>Obama</e> masih pake bukannya? > @esigpri: True Story :) @thejakartaglobe BlackBerry Now a Magnet for Mockery in US http://t.co/K05QgK6z                           ,167,"['Obama', 'masih', 'pake', 'bukannya', 'esigpri', 'True', 'Story', 'thejakartaglobe', 'BlackBerry', 'Magnet', 'Mockery', 'US', 'http']"
1245, <e>Obama</e> Makes Education A <e>president</e>ial Debate Subject While Discussing Gun Violence http://t.co/HUX2gumI,117,"['Obama', 'Makes', 'Education', 'presidential', 'Debate', 'Subject', 'Discussing', 'Gun', 'Violence', 'http']"
1246, No Hope Except Through God - Mike Church Show Exclusive Transcript - http://t.co/lRVFe1uU #RonPaul #GaryJohnson #<e>Romney</e> #Obama                           ,161,"['Hope', 'Except', 'God', 'Mike', 'Church', 'Show', 'Exclusive', 'Transcript', 'http', 'RonPaul', 'GaryJohnson', 'Romney', 'Obama']"
1247, <e>Obama</e> campaign supporter knocked on the door. Fuck yeah!Gotta stop procrastinating and work on this PowerPoint due at 9PM meh.                           ,161,"['Obama', 'campaign', 'supporter', 'knock', 'door', 'Fuck', 'yeah', 'Got', 'ta', 'stop', 'procrastinate', 'work', 'PowerPoint', 'due', 'meh']"
1248," <e>Obama</e> Says ""When I Was <e>president</e>At #Debate http://t.co/CFQFn6wp CK his evil look #p2 #obama2012 Muslim alright scary #FL #OH #IA #NM #MN #NV                           ",182,"['Obama', 'Says', 'presidentAt', 'Debate', 'http', 'CK', 'evil', 'look', 'Muslim', 'alright', 'scary', 'FL', 'OH', 'IA', 'NM', 'MN', 'NV']"
1249, @falwy And they endorsed <e>Obama</e> in 2008...                           ,76,"['falwy', 'endorse', 'Obama']"
1250, Fuck Bobby Jindal He Don't Do Shit For Us In Louisiana But Wannah Talk About <e>Obama</e>!                           ,118,"['Fuck', 'Bobby', 'Jindal', 'Shit', 'Us', 'Louisiana', 'Wannah', 'Talk', 'Obama']"
1251, Has <e>Obama</e> lost the Huffington Post? - GayPatriot http://t.co/nW7kqzPl #<e>Romney</e>2012 #Obama2012 #tcot #gop #p2 #topProg #TeaParty #lnyhbt #WAR                           ,181,"['Obama', 'lose', 'Huffington', 'Post', 'GayPatriot', 'http', 'tcot', 'gop', 'topProg', 'TeaParty', 'lnyhbt', 'WAR']"
1252, #Obama !                           ,36,['Obama']
1253, @lizflock IF true (doubtful) it might be due to the avalanche of overt racism uncovered since <e>Obama</e> was elected.                           ,147,"['lizflock', 'true', 'doubtful', 'might', 'due', 'avalanche', 'overt', 'racism', 'uncover', 'since', 'Obama', 'elect']"
1254, Crowley Let <e>Obama</e> Have Last Word 8 of 11 Times http://t.co/x20nxjLD                           ,102,"['Crowley', 'Let', 'Obama', 'Last', 'Word', 'Times', 'http']"
