,tweet,tweet_length,tweet_cleaned
944,<e>Romney</e>'s plan for immigrants is to make them so miserable that they will beg him to self deport #current2012,115,"['Romney', 'plan', 'immigrants', 'make', 'miserable', 'beg', 'self', 'deport']"
945,<e>Romney</e> said he sat cross the table from people who lost their jobs. That's because he fired them. #Current2012,117,"['Romney', 'say', 'sit', 'cross', 'table', 'people', 'lose', 'job', 'fire']"
946,<e>Romney</e> just confused the hell out of me with his answer about gun control...,83,"['Romney', 'confuse', 'hell', 'answer', 'gun', 'control']"
947,"Everytime <e>Romney</e> gives that little sarcastic smirk, I just want to go up &amp; 'Mortal Kombat' upper-cut his ass! #GETOVERHERE #FLAWLESSVICTORY",150,"['Everytime', 'Romney', 'give', 'little', 'sarcastic', 'smirk', 'want', 'go', 'amp', 'Kombat', 'ass', 'GETOVERHERE', 'FLAWLESSVICTORY']"
948,"If you are concerned about a gridlocked Congress, Governor <e>Romney </e>why did you choose Paul Ryan as your running mate? #debates",132,"['concern', 'gridlocked', 'Congress', 'Governor', 'Romney', 'choose', 'Paul', 'Ryan', 'run', 'mate', 'debate']"
949,I ABSOLUTELY love  <e>Romney </e>'s <a>views about immigration</a>.,67,"['ABSOLUTELY', 'love', 'Romney', 'view', 'immigration']"
950,Now  <e> Mitt Romney  </e>wants to talk about helping the middle class...smh,76,"['Mitt', 'Romney', 'want', 'talk', 'help', 'middle', 'class', 'smh']"
951,<e>Romney  </e>is making it up totally as he goes along green card stapled to diploma huh?,90,"['Romney', 'make', 'totally', 'go', 'along', 'green', 'card', 'staple', 'diploma', 'huh']"
952,Don't worry  <e>Mitt Romney  </e>when you don't win the election you can always get a job being the new villain in the next James Bond movie.,141,"['worry', 'Mitt', 'Romney', 'win', 'election', 'always', 'get', 'job', 'new', 'villain', 'next', 'James', 'Bond', 'movie']"
953,So  <e>Romney  </e>basically just said if someone from another country is more qualified for a job then send them here and give them that job. Wow...,149,"['Romney', 'basically', 'say', 'someone', 'another', 'country', 'qualify', 'job', 'send', 'give', 'job', 'Wow']"
954,I'm a little confused as to what # <e>Romney </e>'s actual views are. He seems to  <a>keep changing them</a>...,111,"['little', 'confuse', 'Romney', 'actual', 'view', 'seem', 'keep', 'change']"
955,did  <e>romney  </e>REALLy just say that it was good women in his cabinet had flexible schedules so that they could go home and cook dinner???? dude,148,"['romney', 'REALLy', 'say', 'good', 'women', 'cabinet', 'flexible', 'schedule', 'could', 'go', 'home', 'cook', 'dinner', 'dude']"
956,There is already a employment verification process in place.....its called E-verify once again  <e>Romney  </e>is a damn liar,125,"['already', 'employment', 'verification', 'process', 'place', 'call', 'Romney', 'damn', 'liar']"
957,I hope my Latino and Latina sisters and brothers are listening to what  <e>Romney  </e>just said about his immigration reform.,126,"['hope', 'Latino', 'Latina', 'sisters', 'brothers', 'listen', 'Romney', 'say', 'immigration', 'reform']"
958,"military service, <e> mitt </e>? you wouldn't know anything about that. #hidinginfranceduringvietnam #bromce",108,"['military', 'service', 'mitt', 'would', 'know', 'anything', 'hidinginfranceduringvietnam', 'bromce']"
959,I dont think  <e>Mitt Romney  </e>has answered one question? Instead he tries to complain about something else <e> Obama  </e>did. #irrelevant #TeamObama,153,"['dont', 'think', 'Mitt', 'Romney', 'answer', 'one', 'question', 'Instead', 'try', 'complain', 'something', 'else', 'Obama', 'irrelevant', 'TeamObama']"
960,How dare  <e>Romney  </e>say they can go in the army when he refuses to,71,"['dare', 'Romney', 'say', 'go', 'army', 'refuse']"
961,<e>Obama  </e>wins on smirks and little girl smiles.  <e>Romney  </e>wins on facts and acting Presidential. #ocra #tcot,119,"['Obama', 'win', 'smirk', 'little', 'girl', 'smile', 'Romney', 'win', 'facts', 'act', 'Presidential', 'ocra', 'tcot']"
962,<e>Romney  </e>is digging his grave for Latino votes!! At least the ones who realize he is against immigrants!! Keep going please sir,133,"['Romney', 'dig', 'grave', 'Latino', 'vote', 'least', 'ones', 'realize', 'immigrants', 'Keep', 'go', 'please', 'sir']"
963,Does  <e>Romney  </e>not know how long it takes to get a green card?,68,"['Romney', 'know', 'long', 'take', 'get', 'green', 'card']"
964,<e>Mitt Romney </e>'s <a>Policy on Immigration </a>Sucks Though....,67,"['Mitt', 'Romney', 'Policy', 'Immigration', 'Sucks', 'Though']"
965,<e>Romney </e>...looking desperate at times and petulant. Who could trust this joker? What do you know about being poor and working hard?,137,"['Romney', 'look', 'desperate', 'time', 'petulant', 'could', 'trust', 'joker', 'know', 'poor', 'work', 'hard']"
966,Dude  <e>romney  </e>just sad lol sad he just doesn't even sound like someone who can be trusted,96,"['Dude', 'romney', 'sad', 'lol', 'sad', 'even', 'sound', 'like', 'someone', 'trust']"
967,"I'm a hard ass worker. Idgaf, that does not make anything  <e>Romney  </e>says right nor true. He's nothing but a liar and will not help us out. 👎",146,"['hard', 'ass', 'worker', 'Idgaf', 'make', 'anything', 'Romney', 'say', 'right', 'true', 'nothing', 'liar', 'help', 'us']"
968,<e>Romney </e> is all <a>wrong with immigration</a>...lying out his teeth,73,"['Romney', 'wrong', 'immigration', 'lie', 'teeth']"
969,This dude  <e>Romney </e> is killing me,39,"['dude', 'Romney', 'kill']"
970,Permanent Resident is not citizenship.  <e>Romney  </e>just admitted that he is against the DREAM Act. There is a clear difference between the two.,147,"['Permanent', 'Resident', 'citizenship', 'Romney', 'admit', 'DREAM', 'Act', 'clear', 'difference', 'two']"
971,So you would force innocent <a>children brought to the US by ADULTS (illegally) into the military to become citizens</a>.?!!?  <e>Mitt Romney  </e>is crazy!,156,"['would', 'force', 'innocent', 'children', 'bring', 'US', 'ADULTS', 'illegally', 'military', 'become', 'citizens', 'Mitt', 'Romney', 'crazy']"
972,<e>Mitt  </e>wants to make<a> immigrant children serve in the military to gain citizenship</a>.  I can't even handle this. #debate #REALLY?,139,"['Mitt', 'want', 'make', 'immigrant', 'children', 'serve', 'military', 'gain', 'citizenship', 'ca', 'even', 'handle', 'debate', 'REALLY']"
973,I hate  <e>Romney </e>.,23,"['hate', 'Romney']"
974,If  <e>romney  </e>is so great why is 12.3% of massachusetts population on food stamps?,87,"['romney', 'great', 'massachusetts', 'population', 'food', 'stamp']"
975,"<e>Romney  </e>wants to foster brain drain by attaching green cards to all diplomas around the world, wha? #debate",114,"['Romney', 'want', 'foster', 'brain', 'drain', 'attach', 'green', 'card', 'diplomas', 'around', 'world', 'wha', 'debate']"
976,<e>Romney  </e>knows that he just <a>contridicted himself</a> doesn't he??,74,"['Romney', 'know', 'contridicted']"
977,<e>Romney  </e>is so fucking annoying.,38,"['Romney', 'fuck', 'annoy']"
978,"<e>Mitt Romney  </e><a>never answers a question directly</a>. You'd ask this dude, What color  is the sky? He'd reply: ""I've always loved colors . . .""",151,"['Mitt', 'Romney', 'never', 'answer', 'question', 'directly', 'ask', 'dude', 'color', 'sky', 'reply', 'always', 'love', 'color']"
979,<e>Romney </e> Is The Only White Man I Know That Don't Answer A Fucking Question Instead He Tells His Life Story!!! #Whogivesafuck #NOBODY,138,"['Romney', 'White', 'Man', 'Know', 'Answer', 'Fucking', 'Question', 'Instead', 'Tells', 'Life', 'Story', 'Whogivesafuck', 'NOBODY']"
980,<e>Romney  </e><a>lied on so many things tonight</a>. Even the mediator had to correct him. Smh.,96,"['Romney', 'lie', 'many', 'things', 'tonight', 'Even', 'mediator', 'correct', 'Smh']"
981,I just randomly stopped doing my homework to watch the debate. I am angry now.  <e>Romney  </e>is such a fake.,110,"['randomly', 'stop', 'homework', 'watch', 'debate', 'angry', 'Romney', 'fake']"
982,The thing that bothers me is that most of these  <e>Romney  </e>voters are middle class. He does not give a fuck about you.<a>Only the rich.</a>,144,"['thing', 'bother', 'Romney', 'voters', 'middle', 'class', 'give', 'fuck', 'rich']"
983,<e>Romney  </e>saying he supports 2 parent families is good and all but sometimes shit doesn't work out and I grew up perfectly fine with 1 parent.,147,"['Romney', 'say', 'support', 'parent', 'families', 'good', 'sometimes', 'shit', 'work', 'grow', 'perfectly', 'fine', 'parent']"
984,<e>Mitt Romney  </e>doesnt deserve to win his <a>wife</a> to ugly,65,"['Mitt', 'Romney', 'doesnt', 'deserve', 'win', 'wife', 'ugly']"
985,<e>Mitt Romney </e>'s creepy <a>sons</a> look like walking restraining orders. #HofstraDebate,93,"['Mitt', 'Romney', 'creepy', 'sons', 'look', 'like', 'walk', 'restrain', 'order', 'HofstraDebate']"
986,"<e>mitt  </e>please put a diaper over your mouth, you're spewing shit all over the floor..",90,"['mitt', 'please', 'put', 'diaper', 'mouth', 'spew', 'shit', 'floor']"
987,Something about  <e>Romney </e>'s <a>smile/smirk</a> just makes me wanna punch him in the face.. 😑👊,99,"['Something', 'Romney', 'make', 'wan', 'na', 'punch', 'face']"
988,The fuck kinda <a>name</a> is  <e>Mitt  </e>anyway,50,"['fuck', 'kinda', 'name', 'Mitt', 'anyway']"
989,<e>Romney  </e>just got called out on a lie for the first time in his privileged life. He looked totally shocked.,113,"['Romney', 'get', 'call', 'lie', 'first', 'time', 'privilege', 'life', 'look', 'totally', 'shock']"
990,Even the people that support  <e>Romney  </e>don't even fucking know what he was talking about.,95,"['Even', 'people', 'support', 'Romney', 'even', 'fuck', 'know', 'talk']"
991,<e>Mitt Romney  </e>looks like the dude in the elevator who acts like he doesn't see you coming and lets the fuckin doors close...,130,"['Mitt', 'Romney', 'look', 'like', 'dude', 'elevator', 'act', 'like', 'see', 'come', 'let', 'fuckin', 'doors', 'close']"
992,"Love that  <e>Romney  </e>bleated that ""<a>government doesn't create jobs</a>"" after promising to create 12 million jobs in 4 years.",132,"['Love', 'Romney', 'bleat', 'government', 'create', 'job', 'promise', 'create', 'million', 'job', 'years']"
993,"I don't hate  <e>romney </e>, he's just not very specific. He never said how he was going to do anything he has planned. That's my only argument.",145,"['hate', 'romney', 'specific', 'never', 'say', 'go', 'anything', 'plan', 'argument']"
994,"<e>Mitt Romney  </e>wants two parents in the home, as long as they are of an opposite gender. #homophobe",104,"['Mitt', 'Romney', 'want', 'two', 'parent', 'home', 'long', 'opposite', 'gender', 'homophobe']"
995,<e>Romney  </e>couldn't/didn't even answer how he would pay for 5 trillion in tax cuts. #debates,96,"['Romney', 'even', 'answer', 'would', 'pay', 'trillion', 'tax', 'cut', 'debate']"
996,<e>Mitt Romney </e>'s <a>career</a> is a mirage.,48,"['Mitt', 'Romney', 'career', 'mirage']"
997,<e>Romney </e> is a <a>walking lie</a>. Who would leave work to vote for that turd?,83,"['Romney', 'walk', 'lie', 'would', 'leave', 'work', 'vote', 'turd']"
998,"I believe Gov  <e>Romney </e> is a good man too, but do you think he should be behind the big desk in the oval office in charge of our country? Naaah",149,"['believe', 'Gov', 'Romney', 'good', 'man', 'think', 'behind', 'big', 'desk', 'oval', 'office', 'charge', 'country', 'Naaah']"
999,<e>Romney  </e><a>wife</a> bout to give me nightmares.. #SheScaryyy,67,"['Romney', 'wife', 'bout', 'give', 'nightmares', 'SheScaryyy']"
1000,"If the government doesn't create jobs, perhaps  <e>Romney  </e>should help by staying out of government.",104,"['government', 'create', 'job', 'perhaps', 'Romney', 'help', 'stay', 'government']"
1001,"<e>Mitt </e>'s utter disrespect for the POTUS, telling him ""you'll get your turn"" might as well have been talking to the hired help. Disgraceful.",145,"['Mitt', 'utter', 'disrespect', 'POTUS', 'tell', 'get', 'turn', 'might', 'well', 'talk', 'hire', 'help', 'Disgraceful']"
1002,One of my biggest pet peeves is when politicians bring their <a>religion</a> into their campaign. NOT EVERYONE IS A CHRISTIAN  <e>ROMNEY </e>.,142,"['One', 'biggest', 'pet', 'peeve', 'politicians', 'bring', 'religion', 'campaign', 'EVERYONE', 'CHRISTIAN', 'ROMNEY']"
1003,"agree: @Messina2012:  <e>Mitt Romney </e> ""was exposed on <a>the emptiness of his own plans</a>.""  http://t.co/CN9ojEEj",119,"['agree', 'Mitt', 'Romney', 'expose', 'emptiness', 'plan', 'http']"
1004,<e>Romney  </e><a>couldn't answer HOW he would implement all of his plans.</a>,78,"['Romney', 'could', 'answer', 'would', 'implement', 'plan']"
1005,"<e>Romney </e> is probably a talented business man, but I'm not convinced he's the man for the job.",99,"['Romney', 'probably', 'talented', 'business', 'man', 'convince', 'man', 'job']"
1006,<e>Mitt</e> lying about <a>supporting the Dream Act</a> now. #p2 #debates,73,"['Mitt', 'lie', 'support', 'Dream', 'Act', 'debate']"
1007,"<e>Romney</e> saying he started from ""a small business &amp; built his way up"".. BITCH you were born with a silver spoon, your parents had money. Stfu.",151,"['Romney', 'say', 'start', 'small', 'business', 'amp', 'build', 'way', 'BITCH', 'bear', 'silver', 'spoon', 'parent', 'money', 'Stfu']"
1008,<e>Romney</e> look like the type of nigga that'll push the close elevator button knowing you running to get on it ▶◀,116,"['Romney', 'look', 'like', 'type', 'nigga', 'push', 'close', 'elevator', 'button', 'know', 'run', 'get']"
1009,The only thing <e>Romney</e> has done better tonight is embrace the fact that most voters would rather hear cliches than facts,126,"['thing', 'Romney', 'do', 'better', 'tonight', 'embrace', 'fact', 'voters', 'would', 'rather', 'hear', 'cliches', 'facts']"
1010,LMFAO I WON'T GIVE THEM GREENCARDS goodbye <e>Romney</e> you just fucked it up,78,"['LMFAO', 'WO', 'GIVE', 'GREENCARDS', 'goodbye', 'Romney', 'fuck']"
1011,So <e>Romney</e> identifies with Latinos now,44,"['Romney', 'identify', 'Latinos']"
1012,<e>Mitt Romney</e> is gifted in <e>speaking</e> a lot of words but not saying a damb thing. #debates,100,"['Mitt', 'Romney', 'gift', 'speak', 'lot', 'word', 'say', 'damb', 'thing', 'debate']"
1013,<e>Mitt Romney</e> acts like if he <a>gets elected</e> everything would be fixed within seconds.,96,"['Mitt', 'Romney', 'act', 'like', 'get', 'elect', 'everything', 'would', 'fix', 'within', 'second']"
1014,"No Drivers Licences, No Work???? Uuuuuh <e>Romney</e> Me No Like You....",72,"['Drivers', 'Licences', 'Work', 'Uuuuuh', 'Romney', 'Like']"
1015,<e>Romney</e> in favour of <a>immigration</a>? He opposes same-sex couples being together under European civil marriage in the US #obama12,138,"['Romney', 'favour', 'immigration', 'oppose', 'couple', 'together', 'European', 'civil', 'marriage', 'US']"
1016,<e>Romney</e> is so full of bullshit. He knows he's not gunna do half the shit he's saying . ✋ Boy bye,102,"['Romney', 'full', 'bullshit', 'know', 'gunna', 'half', 'shit', 'say', 'Boy', 'bye']"
1017,I'm a little confused as to what #<e>Romney</e>'s actual <a>views</a> are. He seems to keep changing them...,108,"['little', 'confuse', 'Romney', 'actual', 'view', 'seem', 'keep', 'change']"
1018,<e>Romney</e> looked to the right which means he's lying. #MclaneTaughtMeWell,77,"['Romney', 'look', 'right', 'mean', 'lie', 'MclaneTaughtMeWell']"
1019,"Fuck you <e>mitt romney</e>, he's gonna tale my sister away from us and her daughter #GoObama",93,"['Fuck', 'mitt', 'romney', 'gon', 'na', 'tale', 'sister', 'away', 'us', 'daughter', 'GoObama']"
1020,"The question <e>Mitt</e> is what would you do with immigrants that are productive members of our society. He said ""They have to go!""",132,"['question', 'Mitt', 'would', 'immigrants', 'productive', 'members', 'society', 'say', 'go']"
1021,"Hispanics, <e>Mitt</e> wants you in the Army. Iran ain't gonna invade itself",76,"['Hispanics', 'Mitt', 'want', 'Army', 'Iran', 'ai', 'gon', 'na', 'invade']"
1022,"ok, so far <e>romney</e> has <a>endorsed</a> both obamacare and the DREAM act. this is going well. #debates",107,"['ok', 'far', 'romney', 'endorse', 'obamacare', 'DREAM', 'act', 'go', 'well', 'debate']"
1023,"<e>Mitt</e>: ""I'm gonna kick your family and friends the fuck outta here lady. Next question."" #debate",102,"['Mitt', 'gon', 'na', 'kick', 'family', 'friends', 'fuck', 'outta', 'lady', 'Next', 'question', 'debate']"
1024,"<e>Romney</e>, take a seat. Preferably at your house. #gohome",61,"['Romney', 'take', 'seat', 'Preferably', 'house', 'gohome']"
1025,The US is the land of opportunity.. hmph not if <e>Romney</e> is elected..,74,"['US', 'land', 'opportunity', 'hmph', 'Romney', 'elect']"
1026,<e>Mitt Romney</e> you are a fool.,34,"['Mitt', 'Romney', 'fool']"
1027,<e>ROMNEY</e> DOESN'T GIVE 2 HOT SACKS OF DOG PISS ABOUT IMMIGRANTS!!!!!!!!!!,77,"['ROMNEY', 'GIVE', 'HOT', 'SACKS', 'DOG', 'PISS', 'IMMIGRANTS']"
1028,"There's something shady abt <e>Romney</e>, I don't like him, he's confused, inconsistent and he talks damn too much! Gosh! #teamobama",133,"['something', 'shady', 'abt', 'Romney', 'like', 'confuse', 'inconsistent', 'talk', 'damn', 'much', 'Gosh', 'teamobama']"
1029,A Latina. Immigration question. <e>Romney</e> is blathering. Very unschooled on immigration.,92,"['Latina', 'Immigration', 'question', 'Romney', 'blather', 'unschooled', 'immigration']"
1030,"Yeah I'm done watching the debate,  because I already know who I'm voting for. And it ain't nothing mitt <e>Romney</e> can say to persuade me.",142,"['Yeah', 'do', 'watch', 'debate', 'already', 'know', 'vote', 'ai', 'nothing', 'mitt', 'Romney', 'say', 'persuade']"
1031,For a man with a binder full of women...<e>Mitt</e> seemed very condescening to Lorraine. #debate,97,"['man', 'binder', 'full', 'women', 'Mitt', 'seem', 'condescening', 'Lorraine', 'debate']"
1032,<e>Romney</e> just lost all #hispanicvotes #Debates,51,"['Romney', 'lose', 'hispanicvotes', 'Debates']"
1033,<e>Romney</e> keeps talking about the President filing bills. The President can't do that. Only Congresspersons can. #debate,124,"['Romney', 'keep', 'talk', 'President', 'file', 'bill', 'President', 'ca', 'Congresspersons', 'debate']"
1034,<e>Romney</e> never <a>answers any questions</a>. Like HOW SPECIFICALLY are you going to go about doing any of these things you're promising? I'll wait...,154,"['Romney', 'never', 'answer', 'question', 'Like', 'SPECIFICALLY', 'go', 'go', 'things', 'promise', 'wait']"
1035,<e>MITT ROMNEY</e> IS LYING U VOTE FOR HIM YOUR TUITION IS GOING TO SKY ROCKET AND U WILL NOT BE ABLE TO AFFORD SKOOL UNLESS YOUR A ATHLETE OR RICH,147,"['MITT', 'ROMNEY', 'LYING', 'U', 'VOTE', 'TUITION', 'GOING', 'SKY', 'ROCKET', 'U', 'ABLE', 'AFFORD', 'SKOOL', 'UNLESS', 'ATHLETE', 'RICH']"
